"Richard-Alphonse";"1";"28";"4";"5";"3.0";"2";"4";"1";"1";"0";"0"
"Our AI";"0";"18";"0";"6";"2.5714285714285716";"2";"3";"1";"1";"0";"0"
"Random";"0";"11";"0";"0";"2.75";"1";"2";"1";"0";"0";"0"
"Our AI";"1";"20";"4";"3";"2.0";"3";"1";"3";"0";"0";"1"
"Richard-Alphonse";"0";"15";"0";"0";"2.142857142857143";"1";"2";"3";"0";"0";"1"
"Random";"0";"3";"0";"3";"3.0";"0";"0";"1";"0";"0";"0"
"Richard-Alphonse";"1";"36";"6";"1";"3.75";"0";"4";"1";"2";"0";"1"
"Our AI";"0";"20";"2";"4";"3.6";"0";"2";"0";"2";"0";"1"
"Random";"0";"6";"0";"3";"3.0";"1";"0";"0";"1";"0";"0"
"Our AI";"1";"19";"4";"2";"1.875";"3";"2";"2";"1";"0";"0"
"Richard-Alphonse";"0";"15";"0";"0";"2.142857142857143";"2";"2";"2";"1";"0";"0"
"Random";"0";"7";"0";"3";"2.3333333333333335";"1";"2";"0";"0";"0";"0"
"Our AI";"1";"27";"4";"1";"2.875";"3";"0";"2";"2";"0";"1"
"Richard-Alphonse";"0";"15";"0";"1";"2.142857142857143";"2";"2";"2";"1";"0";"0"
"Random";"0";"8";"0";"6";"4.0";"0";"0";"0";"0";"0";"2"
"Richard-Alphonse";"1";"24";"0";"1";"3.4285714285714284";"0";"3";"2";"2";"0";"0"
"Our AI";"0";"20";"4";"4";"2.0";"1";"4";"2";"1";"0";"0"
"Random";"0";"9";"0";"7";"3.0";"1";"1";"1";"0";"0";"0"
"Richard-Alphonse";"1";"21";"4";"4";"2.125";"2";"4";"1";"1";"0";"0"
"Random";"0";"10";"0";"2";"3.3333333333333335";"0";"1";"1";"1";"0";"0"
"Our AI";"0";"3";"0";"4";"1.5";"0";"2";"0";"0";"0";"0"
"Our AI";"1";"34";"7";"5";"3.375";"1";"3";"1";"2";"0";"1"
"Random";"0";"10";"0";"0";"5.0";"0";"1";"0";"0";"0";"1"
"Richard-Alphonse";"0";"6";"0";"1";"2.0";"1";"1";"1";"0";"0";"0"
"Our AI";"1";"20";"4";"8";"2.0";"1";"4";"2";"1";"0";"0"
"Richard-Alphonse";"0";"13";"0";"1";"2.6";"1";"2";"1";"1";"0";"0"
"Random";"0";"4";"0";"6";"4.0";"0";"0";"0";"1";"0";"0"
"Richard-Alphonse";"1";"26";"4";"0";"2.75";"2";"4";"1";"0";"0";"1"
"Our AI";"0";"24";"3";"2";"3.0";"1";"3";"1";"1";"0";"1"
"Random";"0";"9";"0";"4";"2.25";"1";"1";"2";"0";"0";"0"
"Richard-Alphonse";"1";"26";"7";"0";"2.375";"1";"2";"2";"2";"0";"1"
"Our AI";"0";"17";"2";"3";"1.875";"2";"3";"3";"0";"0";"0"
"Random";"0";"10";"0";"3";"3.3333333333333335";"0";"1";"1";"1";"0";"0"
"Our AI";"1";"22";"4";"3";"2.25";"1";"3";"3";"1";"0";"0"
"Richard-Alphonse";"0";"8";"0";"2";"2.0";"1";"1";"1";"1";"0";"0"
"Random";"0";"7";"0";"0";"2.3333333333333335";"1";"1";"0";"1";"0";"0"
"Our AI";"1";"22";"4";"6";"2.25";"3";"4";"1";"0";"0";"0"
"Richard-Alphonse";"0";"15";"0";"2";"2.142857142857143";"1";"3";"2";"1";"0";"0"
"Random";"0";"11";"0";"5";"2.75";"0";"3";"1";"0";"0";"0"
"Richard-Alphonse";"1";"20";"4";"2";"2.0";"2";"3";"2";"1";"0";"0"
"Our AI";"0";"9";"0";"3";"1.8";"1";"3";"0";"1";"0";"0"
"Random";"0";"5";"0";"5";"1.6666666666666667";"1";"2";"0";"0";"0";"0"
"Our AI";"1";"21";"4";"1";"2.125";"2";"3";"2";"1";"0";"0"
"Richard-Alphonse";"0";"13";"0";"0";"2.6";"1";"2";"0";"1";"0";"1"
"Random";"0";"11";"0";"1";"2.75";"1";"1";"0";"1";"0";"1"
"Richard-Alphonse";"1";"24";"4";"0";"2.5";"2";"3";"2";"1";"0";"0"
"Our AI";"0";"21";"2";"5";"2.375";"2";"2";"3";"1";"0";"0"
"Random";"0";"9";"0";"10";"3.0";"1";"2";"0";"0";"0";"0"
"Richard-Alphonse";"1";"21";"4";"0";"2.125";"1";"4";"2";"1";"0";"0"
"Our AI";"0";"18";"2";"8";"2.0";"2";"3";"1";"2";"0";"0"
"Random";"0";"11";"0";"10";"2.75";"1";"0";"1";"1";"0";"1"
"Our AI";"1";"26";"7";"3";"2.375";"1";"3";"1";"2";"0";"1"
"Richard-Alphonse";"0";"15";"0";"2";"3.0";"2";"0";"0";"2";"0";"1"
"Random";"0";"11";"0";"4";"2.75";"1";"1";"1";"1";"0";"0"
"Our AI";"1";"19";"4";"9";"1.875";"1";"3";"3";"1";"0";"0"
"Richard-Alphonse";"0";"14";"0";"0";"2.0";"2";"2";"3";"0";"0";"0"
"Random";"0";"9";"0";"3";"2.25";"0";"2";"1";"1";"0";"0"
"Our AI";"1";"23";"4";"5";"2.375";"2";"2";"2";"2";"0";"0"
"Random";"0";"19";"0";"11";"3.1666666666666665";"2";"1";"1";"2";"0";"0"
"Richard-Alphonse";"0";"11";"0";"2";"2.2";"1";"2";"0";"1";"0";"1"
"Our AI";"1";"30";"4";"2";"3.25";"2";"1";"3";"2";"0";"0"
"Richard-Alphonse";"0";"19";"0";"1";"3.1666666666666665";"2";"2";"1";"1";"0";"0"
"Random";"0";"11";"0";"8";"3.6666666666666665";"1";"2";"0";"0";"0";"0"
"Our AI";"1";"29";"7";"1";"2.75";"1";"2";"2";"2";"0";"1"
"Richard-Alphonse";"0";"22";"3";"0";"2.7142857142857144";"1";"2";"2";"1";"0";"1"
"Random";"0";"13";"0";"0";"2.6";"1";"3";"0";"1";"0";"0"
"Richard-Alphonse";"1";"40";"9";"0";"3.875";"1";"3";"1";"1";"0";"2"
"Our AI";"0";"25";"2";"7";"3.2857142857142856";"1";"3";"0";"1";"0";"2"
"Random";"0";"9";"0";"9";"3.0";"2";"1";"0";"0";"0";"0"
"Richard-Alphonse";"1";"18";"2";"1";"3.2";"2";"1";"0";"0";"0";"2"
"Our AI";"0";"18";"4";"4";"1.75";"3";"2";"2";"1";"0";"0"
"Random";"0";"13";"2";"4";"3.6666666666666665";"0";"2";"0";"0";"0";"1"
"Richard-Alphonse";"1";"23";"4";"2";"2.375";"3";"2";"2";"0";"0";"1"
"Our AI";"0";"21";"0";"5";"3.0";"2";"2";"0";"1";"0";"2"
"Random";"0";"7";"0";"5";"1.75";"1";"2";"1";"0";"0";"0"
"Richard-Alphonse";"1";"21";"4";"2";"2.125";"1";"4";"2";"1";"0";"0"
"Our AI";"0";"15";"0";"2";"2.142857142857143";"1";"3";"2";"1";"0";"0"
"Random";"0";"6";"0";"3";"3.0";"0";"0";"1";"1";"0";"0"
"Richard-Alphonse";"1";"19";"4";"1";"1.875";"1";"3";"3";"0";"0";"1"
"Random";"0";"9";"0";"0";"2.25";"1";"2";"0";"1";"0";"0"
"Our AI";"0";"8";"0";"2";"1.6";"2";"2";"0";"0";"0";"1"
"Our AI";"1";"22";"4";"4";"2.25";"3";"2";"0";"2";"0";"1"
"Richard-Alphonse";"0";"19";"0";"1";"3.1666666666666665";"1";"4";"0";"1";"0";"0"
"Random";"0";"2";"0";"6";"2.0";"0";"1";"0";"0";"0";"0"
"Our AI";"1";"33";"7";"4";"3.25";"1";"2";"2";"2";"0";"1"
"Richard-Alphonse";"0";"19";"2";"0";"3.4";"0";"3";"0";"1";"0";"1"
"Random";"0";"5";"0";"2";"2.5";"0";"2";"0";"0";"0";"0"
"Our AI";"1";"27";"2";"5";"3.5714285714285716";"0";"3";"0";"2";"0";"2"
"Richard-Alphonse";"0";"22";"4";"1";"2.25";"2";"3";"2";"1";"0";"0"
"Random";"0";"12";"0";"9";"4.0";"0";"2";"0";"1";"0";"0"
"Our AI";"1";"24";"7";"3";"2.4285714285714284";"1";"3";"1";"1";"0";"1"
"Richard-Alphonse";"0";"21";"3";"1";"2.5714285714285716";"1";"2";"2";"1";"0";"1"
"Random";"0";"10";"0";"3";"2.5";"0";"2";"1";"1";"0";"0"
"Our AI";"1";"24";"7";"3";"2.125";"2";"2";"2";"1";"0";"1"
"Random";"0";"16";"3";"3";"2.1666666666666665";"2";"1";"1";"1";"0";"1"
"Richard-Alphonse";"0";"10";"0";"2";"2.0";"1";"2";"1";"0";"0";"1"
"Our AI";"1";"24";"4";"3";"2.5";"2";"1";"2";"3";"0";"0"
"Richard-Alphonse";"0";"19";"0";"0";"3.1666666666666665";"0";"0";"2";"3";"0";"1"
"Random";"0";"11";"0";"5";"2.75";"0";"3";"1";"0";"0";"0"
"Our AI";"1";"19";"4";"5";"1.875";"1";"3";"3";"1";"0";"0"
"Richard-Alphonse";"0";"14";"0";"1";"2.0";"2";"3";"1";"1";"0";"0"
"Random";"0";"10";"0";"4";"2.5";"1";"2";"0";"1";"0";"0"
"Richard-Alphonse";"1";"23";"4";"6";"2.375";"0";"3";"2";"1";"0";"2"
"Random";"0";"11";"0";"4";"2.75";"0";"2";"1";"0";"0";"1"
"Our AI";"0";"2";"0";"1";"1.0";"0";"1";"1";"0";"0";"0"
"Our AI";"1";"30";"4";"11";"3.25";"1";"4";"1";"0";"0";"2"
"Richard-Alphonse";"0";"18";"0";"0";"2.5714285714285716";"1";"4";"1";"0";"0";"1"
"Random";"0";"8";"0";"3";"2.6666666666666665";"1";"2";"0";"0";"0";"0"
"Our AI";"1";"20";"4";"9";"2.0";"3";"3";"1";"1";"0";"0"
"Random";"0";"16";"0";"1";"3.2";"0";"1";"2";"2";"0";"0"
"Richard-Alphonse";"0";"12";"0";"0";"2.0";"1";"1";"3";"1";"0";"0"
"Richard-Alphonse";"1";"20";"4";"0";"2.0";"2";"3";"3";"0";"0";"0"
"Our AI";"0";"8";"0";"2";"1.6";"1";"2";"1";"0";"0";"1"
"Random";"0";"5";"0";"7";"1.6666666666666667";"1";"1";"1";"0";"0";"0"
"Richard-Alphonse";"1";"30";"7";"0";"2.875";"1";"1";"2";"1";"0";"3"
"Random";"0";"13";"0";"2";"3.25";"0";"1";"1";"1";"0";"1"
"Our AI";"0";"11";"0";"5";"1.8333333333333333";"1";"2";"2";"1";"0";"0"
"Richard-Alphonse";"1";"36";"9";"0";"3.375";"2";"2";"1";"2";"0";"1"
"Our AI";"0";"20";"3";"0";"2.4285714285714284";"2";"1";"2";"1";"0";"1"
"Random";"0";"10";"0";"10";"3.3333333333333335";"1";"1";"0";"1";"0";"0"
"Our AI";"1";"23";"4";"6";"2.375";"0";"4";"3";"1";"0";"0"
"Richard-Alphonse";"0";"21";"3";"0";"2.5714285714285716";"1";"2";"2";"1";"0";"1"
"Random";"0";"10";"0";"4";"2.5";"1";"1";"1";"1";"0";"0"
"Richard-Alphonse";"1";"28";"7";"0";"2.625";"1";"1";"3";"2";"0";"1"
"Our AI";"0";"22";"3";"2";"2.7142857142857144";"1";"1";"2";"2";"0";"1"
"Random";"0";"10";"0";"0";"3.3333333333333335";"0";"0";"1";"2";"0";"0"
"Our AI";"1";"29";"7";"2";"2.75";"1";"4";"1";"1";"0";"1"
"Richard-Alphonse";"0";"17";"0";"0";"2.4285714285714284";"2";"2";"2";"1";"0";"0"
"Random";"0";"15";"0";"3";"2.5";"1";"3";"1";"1";"0";"0"
"Our AI";"1";"22";"4";"3";"2.25";"2";"2";"3";"1";"0";"0"
"Richard-Alphonse";"0";"15";"0";"0";"2.5";"2";"1";"2";"1";"0";"0"
"Random";"0";"14";"0";"5";"2.8";"1";"2";"2";"0";"0";"0"
"Our AI";"1";"20";"4";"4";"2.0";"1";"3";"3";"1";"0";"0"
"Richard-Alphonse";"0";"15";"0";"0";"2.5";"2";"1";"2";"1";"0";"0"
"Random";"0";"12";"0";"4";"2.4";"0";"1";"2";"1";"0";"1"
"Richard-Alphonse";"1";"24";"4";"0";"2.5";"1";"2";"3";"2";"0";"0"
"Our AI";"0";"19";"0";"9";"2.7142857142857144";"1";"3";"1";"2";"0";"0"
"Random";"0";"18";"0";"6";"3.6";"0";"1";"1";"2";"0";"1"
"Our AI";"1";"31";"7";"2";"3.0";"1";"2";"2";"2";"0";"1"
"Richard-Alphonse";"0";"15";"0";"1";"2.142857142857143";"1";"3";"2";"1";"0";"0"
"Random";"0";"7";"0";"12";"2.3333333333333335";"0";"1";"1";"1";"0";"0"
"Richard-Alphonse";"1";"23";"4";"3";"2.375";"2";"5";"0";"1";"0";"0"
"Our AI";"0";"15";"0";"4";"2.142857142857143";"1";"3";"2";"0";"0";"1"
"Random";"0";"7";"0";"2";"2.3333333333333335";"1";"1";"0";"1";"0";"0"
"Our AI";"1";"18";"4";"6";"1.75";"2";"3";"1";"2";"0";"0"
"Random";"0";"9";"0";"3";"3.0";"1";"1";"0";"1";"0";"0"
"Richard-Alphonse";"0";"8";"0";"1";"1.6";"1";"1";"2";"1";"0";"0"
"Our AI";"1";"22";"4";"10";"2.25";"0";"3";"3";"1";"0";"1"
"Richard-Alphonse";"0";"19";"0";"0";"2.7142857142857144";"0";"3";"2";"1";"0";"1"
"Random";"0";"5";"0";"12";"2.5";"0";"0";"1";"1";"0";"0"
"Richard-Alphonse";"1";"25";"0";"0";"3.5714285714285716";"1";"2";"2";"2";"0";"0"
"Our AI";"0";"19";"4";"5";"1.875";"2";"3";"3";"0";"0";"0"
"Random";"0";"10";"0";"2";"3.3333333333333335";"0";"2";"1";"0";"0";"0"
"Our AI";"1";"25";"4";"1";"2.625";"0";"3";"3";"2";"0";"0"
"Richard-Alphonse";"0";"18";"3";"1";"2.142857142857143";"1";"2";"2";"1";"0";"1"
"Random";"0";"16";"0";"4";"4.0";"1";"0";"1";"0";"0";"2"
"Our AI";"1";"20";"4";"1";"2.0";"2";"3";"2";"0";"0";"1"
"Richard-Alphonse";"0";"12";"0";"2";"2.0";"0";"3";"3";"0";"0";"0"
"Random";"0";"7";"0";"1";"2.3333333333333335";"0";"1";"1";"1";"0";"0"
"Our AI";"1";"26";"2";"4";"3.0";"0";"3";"2";"2";"0";"1"
"Richard-Alphonse";"0";"19";"4";"0";"1.875";"2";"2";"3";"1";"0";"0"
"Random";"0";"2";"0";"2";"2.0";"0";"1";"0";"0";"0";"0"
"Our AI";"1";"21";"4";"12";"2.125";"0";"4";"3";"1";"0";"0"
"Richard-Alphonse";"0";"17";"0";"1";"2.4285714285714284";"2";"3";"0";"1";"0";"1"
"Random";"0";"12";"0";"2";"3.0";"1";"3";"0";"0";"0";"0"
"Our AI";"1";"23";"7";"5";"2.0";"1";"3";"2";"1";"0";"1"
"Richard-Alphonse";"0";"20";"3";"0";"2.4285714285714284";"1";"2";"2";"1";"0";"1"
"Random";"0";"4";"0";"0";"4.0";"0";"1";"0";"0";"0";"0"
"Our AI";"1";"20";"4";"5";"2.0";"2";"3";"2";"1";"0";"0"
"Richard-Alphonse";"0";"12";"0";"1";"2.4";"1";"2";"1";"1";"0";"0"
"Random";"0";"8";"0";"2";"2.0";"2";"2";"0";"0";"0";"0"
"Our AI";"1";"32";"7";"1";"3.125";"1";"3";"1";"2";"0";"1"
"Richard-Alphonse";"0";"12";"0";"1";"1.7142857142857142";"2";"3";"2";"0";"0";"0"
"Random";"0";"6";"0";"5";"1.5";"1";"1";"2";"0";"0";"0"
"Our AI";"1";"30";"7";"2";"2.875";"3";"1";"2";"1";"0";"1"
"Richard-Alphonse";"0";"18";"0";"4";"3.0";"2";"3";"0";"1";"0";"0"
"Random";"0";"9";"0";"3";"3.0";"0";"1";"2";"0";"0";"0"
"Richard-Alphonse";"1";"24";"7";"0";"2.125";"1";"4";"1";"1";"0";"1"
"Our AI";"0";"8";"0";"1";"2.0";"0";"2";"1";"0";"0";"1"
"Random";"0";"5";"0";"3";"1.6666666666666667";"1";"0";"1";"1";"0";"0"
"Our AI";"1";"25";"4";"4";"2.625";"2";"3";"2";"0";"0";"1"
"Richard-Alphonse";"0";"14";"0";"0";"2.8";"3";"1";"0";"0";"0";"1"
"Random";"0";"2";"0";"4";"2.0";"0";"1";"0";"0";"0";"0"
"Our AI";"1";"25";"7";"7";"2.25";"2";"1";"3";"1";"0";"1"
"Random";"0";"15";"0";"1";"2.5";"1";"2";"1";"0";"0";"2"
"Richard-Alphonse";"0";"12";"0";"0";"2.0";"2";"3";"1";"0";"0";"0"
"Our AI";"1";"35";"7";"1";"3.5";"2";"2";"1";"2";"0";"1"
"Richard-Alphonse";"0";"16";"0";"1";"2.2857142857142856";"1";"2";"2";"2";"0";"0"
"Random";"0";"1";"0";"2";"1.0";"1";"0";"0";"0";"0";"0"
"Our AI";"1";"20";"4";"4";"2.0";"3";"4";"1";"0";"0";"0"
"Richard-Alphonse";"0";"12";"0";"1";"1.7142857142857142";"3";"1";"2";"1";"0";"0"
"Random";"0";"0";"0";"3";"0.0";"0";"0";"0";"0";"0";"0"
"Our AI";"1";"26";"7";"12";"2.375";"1";"3";"2";"1";"0";"1"
"Richard-Alphonse";"0";"15";"3";"0";"2.0";"1";"2";"1";"1";"0";"1"
"Random";"0";"10";"0";"1";"2.5";"1";"1";"1";"1";"0";"0"
"Our AI";"1";"27";"4";"3";"2.875";"4";"3";"0";"0";"0";"1"
"Richard-Alphonse";"0";"18";"0";"1";"3.6";"2";"2";"0";"1";"0";"0"
"Random";"0";"13";"0";"0";"4.333333333333333";"1";"1";"0";"1";"0";"0"
"Our AI";"1";"22";"4";"7";"2.25";"1";"5";"1";"1";"0";"0"
"Random";"0";"19";"0";"9";"3.1666666666666665";"2";"1";"1";"2";"0";"0"
"Richard-Alphonse";"0";"16";"3";"0";"2.6";"1";"1";"1";"1";"0";"1"
"Our AI";"1";"26";"7";"3";"2.375";"1";"2";"2";"2";"0";"1"
"Richard-Alphonse";"0";"18";"0";"0";"2.5714285714285716";"1";"3";"2";"1";"0";"0"
"Random";"0";"10";"0";"1";"2.5";"1";"2";"1";"0";"0";"0"
"Richard-Alphonse";"1";"30";"7";"1";"2.875";"2";"1";"1";"2";"0";"2"
"Our AI";"0";"21";"2";"2";"2.375";"2";"2";"2";"2";"0";"0"
"Random";"0";"7";"0";"5";"2.3333333333333335";"1";"0";"1";"1";"0";"0"
"Our AI";"1";"19";"4";"11";"1.875";"2";"4";"2";"0";"0";"0"
"Richard-Alphonse";"0";"17";"0";"1";"2.4285714285714284";"1";"1";"4";"1";"0";"0"
"Random";"0";"1";"0";"3";"1.0";"0";"0";"1";"0";"0";"0"
"Richard-Alphonse";"1";"22";"4";"0";"2.25";"1";"4";"2";"1";"0";"0"
"Our AI";"0";"7";"0";"3";"1.75";"1";"3";"0";"0";"0";"0"
"Random";"0";"4";"0";"2";"2.0";"0";"2";"0";"0";"0";"0"
"Richard-Alphonse";"1";"32";"7";"0";"3.125";"1";"3";"2";"1";"0";"1"
"Our AI";"0";"23";"2";"5";"2.625";"1";"3";"3";"1";"0";"0"
"Random";"0";"9";"0";"8";"2.25";"1";"2";"0";"0";"0";"1"
"Our AI";"1";"19";"4";"6";"1.875";"2";"3";"2";"1";"0";"0"
"Richard-Alphonse";"0";"17";"3";"0";"2.0";"2";"2";"1";"1";"0";"1"
"Random";"0";"11";"0";"2";"2.75";"1";"1";"0";"0";"0";"2"
"Our AI";"1";"22";"4";"1";"2.25";"2";"2";"3";"0";"0";"1"
"Richard-Alphonse";"0";"16";"0";"0";"2.6666666666666665";"3";"2";"1";"0";"0";"0"
"Random";"0";"4";"0";"8";"2.0";"1";"0";"1";"0";"0";"0"
"Richard-Alphonse";"1";"23";"4";"1";"2.375";"1";"3";"3";"1";"0";"0"
"Random";"0";"9";"0";"3";"3.0";"0";"2";"0";"1";"0";"0"
"Our AI";"0";"8";"0";"3";"1.6";"1";"3";"1";"0";"0";"0"
"Richard-Alphonse";"1";"23";"7";"1";"2.0";"2";"2";"2";"1";"0";"1"
"Our AI";"0";"18";"3";"1";"2.5";"1";"2";"1";"1";"0";"1"
"Random";"0";"3";"0";"4";"3.0";"0";"0";"0";"0";"0";"1"
"Our AI";"1";"31";"7";"8";"3.0";"1";"2";"2";"2";"0";"1"
"Richard-Alphonse";"0";"14";"0";"2";"2.0";"2";"2";"2";"1";"0";"0"
"Random";"0";"10";"0";"4";"2.5";"1";"1";"1";"1";"0";"0"
"Richard-Alphonse";"1";"21";"4";"0";"2.125";"2";"3";"1";"2";"0";"0"
"Our AI";"0";"14";"0";"4";"2.3333333333333335";"3";"2";"0";"1";"0";"0"
"Random";"0";"11";"0";"4";"3.6666666666666665";"0";"1";"0";"2";"0";"0"
"Our AI";"1";"30";"7";"1";"2.875";"2";"1";"2";"1";"0";"2"
"Richard-Alphonse";"0";"15";"0";"0";"2.142857142857143";"2";"3";"1";"1";"0";"0"
"Random";"0";"10";"0";"4";"2.5";"2";"0";"1";"0";"0";"1"
"Our AI";"1";"26";"7";"1";"2.375";"1";"3";"2";"1";"0";"1"
"Richard-Alphonse";"0";"19";"3";"1";"2.2857142857142856";"2";"2";"1";"1";"0";"1"
"Random";"0";"6";"0";"3";"2.0";"0";"1";"1";"0";"0";"1"
"Our AI";"1";"30";"7";"8";"2.875";"1";"3";"1";"1";"0";"2"
"Random";"0";"26";"0";"1";"3.7142857142857144";"0";"2";"1";"2";"0";"2"
"Richard-Alphonse";"0";"6";"0";"1";"2.0";"0";"0";"3";"0";"0";"0"
"Our AI";"1";"22";"4";"3";"2.25";"3";"2";"2";"1";"0";"0"
"Richard-Alphonse";"0";"15";"0";"1";"2.142857142857143";"1";"3";"2";"1";"0";"0"
"Random";"0";"7";"0";"2";"2.3333333333333335";"0";"1";"1";"0";"0";"1"
"Richard-Alphonse";"1";"26";"7";"0";"2.375";"2";"3";"1";"1";"0";"1"
"Our AI";"0";"15";"0";"4";"2.5";"2";"2";"1";"1";"0";"0"
"Random";"0";"7";"0";"6";"1.75";"1";"1";"1";"1";"0";"0"
"Our AI";"1";"23";"7";"6";"2.0";"1";"3";"2";"1";"0";"1"
"Richard-Alphonse";"0";"17";"0";"0";"2.8333333333333335";"0";"3";"1";"0";"0";"2"
"Random";"0";"12";"0";"1";"2.4";"1";"2";"0";"1";"0";"1"
"Our AI";"1";"32";"7";"4";"3.125";"1";"2";"1";"2";"0";"2"
"Random";"0";"13";"0";"4";"4.333333333333333";"0";"0";"1";"1";"0";"1"
"Richard-Alphonse";"0";"11";"0";"2";"1.8333333333333333";"2";"2";"1";"0";"0";"1"
"Our AI";"1";"22";"4";"7";"2.25";"2";"3";"1";"2";"0";"0"
"Richard-Alphonse";"0";"17";"0";"2";"2.4285714285714284";"2";"2";"1";"2";"0";"0"
"Random";"0";"9";"0";"3";"2.25";"2";"1";"0";"1";"0";"0"
"Richard-Alphonse";"1";"21";"4";"6";"2.125";"2";"3";"2";"0";"0";"1"
"Our AI";"0";"15";"0";"6";"2.142857142857143";"1";"2";"3";"0";"0";"1"
"Random";"0";"8";"0";"19";"2.6666666666666665";"0";"2";"0";"0";"0";"1"
"Our AI";"1";"27";"4";"10";"2.875";"0";"2";"3";"1";"0";"2"
"Richard-Alphonse";"0";"13";"0";"1";"1.8571428571428572";"3";"1";"2";"1";"0";"0"
"Random";"0";"7";"0";"4";"1.75";"0";"2";"2";"0";"0";"0"
"Our AI";"1";"27";"2";"2";"3.125";"3";"3";"0";"1";"0";"1"
"Richard-Alphonse";"0";"21";"4";"0";"2.125";"1";"4";"2";"0";"0";"1"
"Random";"0";"12";"0";"4";"3.0";"0";"3";"0";"0";"0";"1"
"Our AI";"1";"18";"4";"5";"1.75";"2";"4";"2";"0";"0";"0"
"Richard-Alphonse";"0";"15";"0";"3";"3.0";"1";"3";"0";"1";"0";"0"
"Random";"0";"9";"0";"1";"3.0";"0";"3";"0";"0";"0";"0"
"Our AI";"1";"25";"7";"8";"2.25";"2";"3";"1";"1";"0";"1"
"Richard-Alphonse";"0";"8";"0";"0";"2.0";"1";"2";"1";"0";"0";"0"
"Random";"0";"2";"0";"0";"2.0";"0";"0";"1";"0";"0";"0"
"Richard-Alphonse";"1";"21";"4";"1";"2.125";"1";"4";"2";"0";"0";"1"
"Our AI";"0";"11";"0";"3";"1.8333333333333333";"1";"3";"2";"0";"0";"0"
"Random";"0";"11";"0";"3";"3.6666666666666665";"1";"0";"0";"1";"0";"1"
"Richard-Alphonse";"1";"23";"4";"0";"2.375";"2";"3";"1";"2";"0";"0"
"Our AI";"0";"15";"0";"2";"2.142857142857143";"2";"3";"2";"0";"0";"0"
"Random";"0";"10";"0";"0";"3.3333333333333335";"0";"1";"1";"1";"0";"0"
"Our AI";"1";"20";"4";"6";"2.0";"2";"4";"1";"1";"0";"0"
"Richard-Alphonse";"0";"8";"0";"0";"1.6";"2";"2";"1";"0";"0";"0"
"Random";"0";"7";"0";"2";"2.3333333333333335";"1";"1";"1";"0";"0";"0"
"Richard-Alphonse";"1";"18";"4";"8";"1.75";"1";"3";"3";"0";"0";"1"
"Our AI";"0";"9";"0";"2";"1.8";"1";"2";"1";"1";"0";"0"
"Random";"0";"3";"0";"6";"3.0";"0";"0";"1";"0";"0";"0"
"Our AI";"1";"26";"4";"1";"2.75";"2";"3";"2";"0";"0";"1"
"Richard-Alphonse";"0";"14";"0";"1";"2.0";"3";"2";"1";"1";"0";"0"
"Random";"0";"14";"0";"7";"2.8";"0";"3";"1";"1";"0";"0"
"Richard-Alphonse";"1";"25";"7";"2";"2.25";"1";"4";"1";"1";"0";"1"
"Our AI";"0";"24";"3";"5";"3.0";"1";"2";"1";"2";"0";"1"
"Random";"0";"10";"0";"2";"3.3333333333333335";"1";"0";"0";"2";"0";"0"
"Our AI";"1";"32";"4";"4";"3.5";"0";"1";"3";"2";"0";"2"
"Richard-Alphonse";"0";"23";"0";"1";"3.2857142857142856";"1";"2";"3";"1";"0";"0"
"Random";"0";"13";"0";"1";"3.25";"0";"2";"1";"1";"0";"0"
"Richard-Alphonse";"1";"18";"4";"5";"1.75";"3";"3";"1";"1";"0";"0"
"Our AI";"0";"14";"0";"11";"2.8";"0";"3";"0";"2";"0";"0"
"Random";"0";"13";"0";"8";"2.6";"1";"2";"0";"2";"0";"0"
"Our AI";"1";"24";"2";"4";"2.75";"2";"2";"2";"2";"0";"0"
"Richard-Alphonse";"0";"19";"4";"1";"1.875";"2";"2";"3";"0";"0";"1"
"Random";"0";"12";"0";"3";"3.0";"0";"1";"1";"1";"0";"1"
"Richard-Alphonse";"1";"24";"4";"1";"2.5";"2";"3";"1";"2";"0";"0"
"Our AI";"0";"15";"0";"5";"2.5";"0";"3";"1";"1";"0";"1"
"Random";"0";"14";"0";"4";"4.666666666666667";"0";"0";"0";"2";"0";"1"
"Our AI";"1";"32";"7";"2";"3.125";"1";"2";"3";"1";"0";"1"
"Random";"0";"15";"0";"0";"3.75";"0";"2";"0";"1";"0";"1"
"Richard-Alphonse";"0";"11";"0";"2";"1.8333333333333333";"1";"2";"2";"1";"0";"0"
"Our AI";"1";"26";"6";"4";"2.5";"3";"2";"1";"0";"0";"2"
"Richard-Alphonse";"0";"15";"0";"0";"2.142857142857143";"2";"2";"2";"0";"0";"1"
"Random";"0";"12";"2";"0";"2.5";"1";"1";"1";"0";"0";"1"
"Our AI";"1";"26";"7";"1";"2.375";"3";"1";"2";"1";"0";"1"
"Richard-Alphonse";"0";"11";"0";"0";"3.6666666666666665";"0";"1";"0";"1";"0";"1"
"Random";"0";"8";"0";"4";"2.0";"1";"1";"1";"1";"0";"0"
"Richard-Alphonse";"1";"26";"4";"1";"2.75";"1";"2";"3";"2";"0";"0"
"Our AI";"0";"20";"2";"5";"2.25";"1";"3";"3";"1";"0";"0"
"Random";"0";"19";"0";"1";"3.1666666666666665";"0";"1";"3";"2";"0";"0"
"Our AI";"1";"20";"4";"7";"2.0";"1";"3";"3";"1";"0";"0"
